,Reviews,sentiment,hugging_face_label
344,Margerita pizza is good taste and quality and good customer service I really appreciate it I suggest you to visit once.,1.0,1
345,"If you want a swanky looking place in an upmarket area of one of India's most happening cities, with a stinky underbelly and an atrocious attitude to go with it, then try this place. In a day and age when hospitality businesses try to WOW customers w",1.0,1
346,"It is one of the best location for party specially if you are working in Ambernath MIDC. Rich experience, tasty food, neat and clean hotel. Quite costlier than others but good for party.",1.0,1
347,This review is about Gandhipuram branch and attitude of serviing person is not good. Hurry in serving and before completing lunch and leave the place urging to vacate the seat for other people is intolerable one.,0.0,0
348,"One of the best hotel in ambernath west. Tasty food, ac section available. Pav bhaji is really awesome.",1.0,1
349,Very good services provided to us and also wonderful thank you so much Sir.I recommend to others.,1.0,1
350,"Amazing environment with lovely lighting. makes you feel completely good. Fantastic location. The restaurant is well-known for its outstanding chinese cuisine. Their sizzlers are a special feature, and I hope they maintain the same level of quality a",1.0,1
351,They charge you 900+ Rs for buffet but they keep on asking while serving starters( anyhow they donât allow you for starter buffet) is it enough or you want more.Also for Non veg main course no chicken or Motton biryani but they offer you the same for,0.0,0
352,I am impressed ilike Pizza sandwichYummy taste fast service goodI call introducing fowlo my introduction,1.0,1
353,Sukkubhai Biriyani - Alandur( Sogusu Restaurant).I just always wonder how things change in time name it person or to Biriyani ..Sukkubhai was my favourite spot for Beef Biriyani but just lost its charm now. Tbh my first ever try for beef Biriyani,0.0,0
354,"Champaran meat house, famous place for nonveg lover.I like the food here; its taste and their service were so good and fast.Love the music, ambience.Here the meat is always fresh as I experienced.Good place for eating fresh food.",1.0,1
355,The arch kabir nagar jodhpur My Experience good All bast is the most beautiful experience my friends,1.0,1
356,Hello Today I want to share my personal experience on Tapasya paratha junction which is situated in Rohtak Haryana.This Paratha is famous by the name. More of the show but less in quality. I will tell you about the menu of tapasya paratha junction,1.0,1
357,"Hii, my name is B.suresh, Iam from warangal.i have 2years experience in Lassi shop.i willing to do job in your shop.if there any vaccancy, could you contact meMy number:8186976839",0.0,0
358,"They served me pizza with uncooked crest and when i asked the guy i guess head waiter misbehaved. He behaved arrogantly, totaly careless. I paid them and asked for review book but he denied. I paid for 2bites as it is my ethics to not take anything f",0.0,0
359,I used to purchase cakes earlier from this shop but I stopped purchasing after I came to know about their scam. They told me that their system is not reflecting the correct prices for the items and it will take a night to reflect the revised actual p,0.0,0
360,I tried the mushroom cooked in garlic and butter.Also tried the cream of veg.Worst taste ever and Pricy foodSurprising thing is i gave feedback to the waiter and he started arguing with me .Worst people and worst food.Please donât visit here,0.0,0
361,Pathetic Service on Delivery ..If your order goes missing ..they will neither reimburse or get the item deliver again..,0.0,0
362,Food service presentation is not good so please customer pay as do good food serve and service but..,0.0,0
363,This is my favorite cafe.Atmosphere was so good.And best food quality.I would give 6 stars if I could. Highly recommend!!!,1.0,1
364,"I bought different type of Frontier biscuits. But name and packing was big. But product was worst. They use vanaspathi ghee, aata biscuits without aata. Better to buy from local bakeries. No point wasting money on products from Frontier.",0.0,0
365,Taskuin Chinese corner are best of fast food corner of mumbai in many of variety are available in here best restaurant of one,1.0,1
366,"Good foodGood place near by station they also have a seprate section for food stall, they pani puri and their vada pav is very delicious.",1.0,1
367,"Good place to have family time pop nd dine at the restaurant Polite Staff Value for moneyGood Food quality, Good Ambience.",1.0,1
368,"Every time i go there i order same thing and i don't get over it because the main course food is so good that i end up ordering same thing again and again, it's delicious definitely and most importantly authentic taste and combinations of flavours om",1.0,1
369,Staff and service is excellent. The food is nice too and they make sure you have a comfortable stay.,1.0,1
370,I have had a pathetic experience with BW new friends colony. The satff is very irrespective and doesn't treat the customers respectfully. I would not recommend people to visit here. There are better places and clubs to enjoy. Don't compromise with yo,0.0,0
371,Awesome fried rice and FRIED CHICKEN top notch ever If Your looking for best fast food near Ameerpet bigbazar and Srinagar colony and panjagutta galleria mall With in budget food available,1.0,1
372,It was wonderful. I ordered coco melon cake for my kid for 1st bdayâ¦it was looked awesome And tasty toooooâ¦,1.0,1
373,"I found a cockroach in drinks and manager shafiq saying nothing will happen if this type of service u r providing,",0.0,0
374,Check on Google review for the same.all Review posted on this site about Eves coffee either fake or based on Some technical error,0.0,0
375,"This eatery has been around forever. This restaurant is excellent. I'm going on Sunday to have bhaji pav it should be interesting. After that, surf if it serves you. On Sunday, my family and friends travel to. My house is close to kaka ni bhaji",1.0,1
376,"Visited today with my family including my Old mother aged 82. Such a third-class food I have never eaten in my Life. Kacchi(Half cooked) rotis. Half-cooked vegetable dishes. No taste in anything. Chaach(Buttermilk) had no Curd, just plain water with",0.0,0
377,Dhosa quality was third class.. quality was not good. Sambhar quality not good. Waste of money. taste is not good. Bad quality use for dhosa..not right place to eat dhosa,0.0,0
378,Good quality of waffles from the waffles specialist. We tried blueberry cream cheese with white Chocolate add Ons and the one with Nutella and vanilla ice cream all were very good. Thanks Belgian waffle for maintaining product quality.,1.0,1
379,"Third class resturant. Don't go any one, recipe is very bad, like animal food. Chicken biriyani is very third class receive ,",0.0,0
380,"Very poor service, very long waiting time after order, lazy waiters, bad food preparation, no response even after complaining",0.0,0
381,"We took a group of Polish friends for a boat ride on the famous Pichola lake and toured the Gulab bagh. After this we were quite hungry and wanted to have something local for lunch. Some locals suggested us MEWARI THALI RESTAURANT at 60, Panchwati Ch",0.0,0
382,Normally south indian restaurant are pure vegetarian but it is not. They have not mentioned on their Signboard out side the shop.,0.0,0
383,"Obviously dont expect a great ambience..The food is tasty, service is prompt and its totally value for money.Go here to grab a quick bite.",1.0,1
384,Worst experience.we know the brand due to their quality and quantity also.bt there was none of those.the piece of mutton I availed in my plate was so poor and hard.,0.0,0
385,You should take ur money and burn it instead of ordering pizza from this place. It is a absolutely nightmare....guey slimy and tasting like crap...no taste...the pizza slice cnt hold coz it guey...I threw ming in garbage after 1st bite....,0.0,0
386,I ordered Veg and Non-Veg. The Mutton briyani served was Old and I felt very bad for taking my kids along to this place. My issue was not addressed and the Manager was not ready to address my issue. The quality of food in this place has deteriorated.,0.0,0
387,Tarboosh food is good restaurent . Its food was so delicious I cant explain that nice tasty food I like it,1.0,1
388,Hotel sai palace mahakali my experience is good and its service is good and out class hotel. Its food is very good and delecious,1.0,1
389,Food quality is low and zero hygene.Staff not professional and waiters are too too rude. Attached photo of hygene standards in food.,0.0,0
390,Very Good Restaurant very good friendly staff and good polite people nice atmosphere crowded but very clean and neat very quick response and nice service the food menu very unique and prices also very reasonable good space for parking we had chicken,1.0,1
391,Great place to visit for having burger. I feel very great to eat burgers here whenever I go to shipra mall.Great ambience.Nice menu.Taste is great. Must visit for everyone.,1.0,1
392,"Don't value customers, talk rudely. When complained, they don't accept their mistake, and deny to give any food then.",0.0,0
393,"I had visited Nagarjuna restaurant, koramangala today. Totally unhappy with the service provided as the waiters were too focused in serving one set of customers. Food was below average. This will be my first and last visit to Nagarjuna.",0.0,0
394,"Thank you Shruti, amazing recommendations. Good food, great ambience! The conversation flower flawlessly. Had a great time.More",,1
395,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Shruti to whom it will be highly inspiring. We deeply...More",,1
396,Restaurant have beautifull ambience and great service was done by specially prakash and sourav they both were very nice to us and great service was done by them .More,,1
397,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Prakash and Sourav to whom it will be highly inspiring....More",,1
398,"Celebrated New Year's Day with family and friends, and enjoyed the ambience, food, and hospitality. Special thanks to Sumitra and Shruti.More",,1
399,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Sumitra and Shruti to whom it will be highly inspiring....More",,1
400,"We had a great food there, specially from the menu of house of mushroom and the service courtesy from suvrapriya was very helpful.More",,1
401,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave...More",,1
402,I m glad to inform that the service provided and the evening spend on Christmas at ottiomo in ITC Royal Bengal was a memorable one.The service provided by theri staff was beyond expectations.The pizza was the best out of every food I had.I would like...More,,1
403,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Shruti and Suvrapriya to whom it will be highly inspiring....More",,1
404,"Hi, I would like to thank ITC for such a wonderful evening and especially Ottimo cucina Italiana for making my Eve sepcial.The warm welcome by the staffs and there calm and humble nature attracted me my partner a lot. The food at Ottimo was above...More",,1
405,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Shruti to whom it will be highly inspiring. We deeply...More",,1
406,Food is so delicious ð and service provided by Prakash is amazing ð. Well behaved and helpful guy with a kind heartedMore,,1
407,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Prakash to whom it will be highly inspiring. We deeply...More",,1
408,"It was an amazing experience and tasty food, while I had amazing foods and cousins before but the food is tremendous here and on top of that the staff behavior was very good. Thanks Prakash and Sourav.More",,1
409,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Prakash and Sourav to whom it will be highly inspiring....More",,1
410,Positive energy....and delicious yummy....food on lunch excellent service by mr.prakash smarty boy showing the perfect hospitality and this is a top choice for family restaurant and highly recommend.More,,1
411,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Prakash to whom it will be highly inspiring. We deeply...More",,1
412,Mr.Prakash Kumar and Mr.Sourav both are one on the best staff that Restaurant ottimo. They both have the proper knowledge of their field they work very professionally and very passionately also which make them special of their field. Keep it up and keep rising.More,,1
413,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Prakash and Sourav to whom it will be highly inspiring....More",,1
414,Absolutely great place for gathering and indeed excellent place for Italian food lover. All the staff are great amongst them Mr Prakash gives the best satisfaction with his great service.More,,1
415,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Prakash to whom it will be highly inspiring. We deeply...More",,1
416,"Pizza was good.Chefs antipasti antipasti selection was chicken meat ball,Salmon and salami. Had to choose a different starter.More",,1
417,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave...More",,1
418,"It was a wonderful dinning experience in the restaurant, especially the service of Mr prakash and saurav who ensured that we would have a great dinning experience.More",,1
419,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Prakash and Saurav to whom it will be highly inspiring....More",,1
420,Had a really great time with family. Food was really good ...soo delicious. Service was done by prakash who was really helpful to understand what actually we want in food .More,,1
421,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Prakash to whom it will be highly inspiring. We deeply...More",,1
422,"Excellent food and service, especially prakash and sourav were amazing at thier job. And thank you for wonderful experience. I would like to visit again.More",,1
423,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Prakash and Sourav to whom it will be highly inspiring....More",,1
424,"Thank you Shruti, amazing recommendations. Good food, great ambience! The conversation flower flawlessly. Had a great time.More",,1
425,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Shruti to whom it will be highly inspiring. We deeply...More",,1
426,Restaurant have beautifull ambience and great service was done by specially prakash and sourav they both were very nice to us and great service was done by them .More,,1
427,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Prakash and Sourav to whom it will be highly inspiring....More",,1
428,"Celebrated New Year's Day with family and friends, and enjoyed the ambience, food, and hospitality. Special thanks to Sumitra and Shruti.More",,1
429,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Sumitra and Shruti to whom it will be highly inspiring....More",,1
430,"We had a great food there, specially from the menu of house of mushroom and the service courtesy from suvrapriya was very helpful.More",,1
431,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave...More",,1
432,I m glad to inform that the service provided and the evening spend on Christmas at ottiomo in ITC Royal Bengal was a memorable one.The service provided by theri staff was beyond expectations.The pizza was the best out of every food I had.I would like...More,,1
433,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Shruti and Suvrapriya to whom it will be highly inspiring....More",,1
434,"Hi, I would like to thank ITC for such a wonderful evening and especially Ottimo cucina Italiana for making my Eve sepcial.The warm welcome by the staffs and there calm and humble nature attracted me my partner a lot. The food at Ottimo was above...More",,1
435,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Shruti to whom it will be highly inspiring. We deeply...More",,1
436,Food is so delicious ð and service provided by Prakash is amazing ð. Well behaved and helpful guy with a kind heartedMore,,1
437,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Prakash to whom it will be highly inspiring. We deeply...More",,1
438,"It was an amazing experience and tasty food, while I had amazing foods and cousins before but the food is tremendous here and on top of that the staff behavior was very good. Thanks Prakash and Sourav.More",,1
439,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Ottimo. Your appreciation has been shared with Prakash and Sourav to whom it will be highly inspiring....More",,1
440,We had reserved our table with Social Kitchen - Holiday Inn using easydiner three days prior and confirmed the same with their staffs on our reservation. However they were treating their customers on first come first basis! Yes I'm aware they had too many reservations...More,0.0,0
441,Good place at social kitchen nearby airport.. there is so many options in buffet breakfast ðð¤¤ð¤¤..I enjoyed with my breakfast ðð¤¤ð¤¤ð¤¤,1.0,1
442,Amazing staff and ambience. Great service and a wide selection of menu. Really enjoyed our time here. Thanks to Monalisa for all the care and attention.,1.0,1
443,Feel good to say that the food court of hotel is very neet and clean and Food along with the restaurant team all are very friendly and helpful in every movement .,1.0,1
444,Breakfast was really good. .. service was very nice. Place also good.... Good ambiance.... Overall nice experience âºï¸âºï¸,1.0,1
445,I fill very pleasant stay . All staff are very helpful and very good behaved very close to kolkata airport .,1.0,1
446,The food was wonderful... There was plenty of varities available to choose..we had great breakfast...,1.0,1
447,The food and hospitality both were really good and is really impressive. The staff and the ambience suits The class which This place promises to offer.,1.0,1
448,Good food and good service. The staffs were very helpful and the food variety is quite good. Nice start of the trip in Kolkata,1.0,1
449,its nice.. .. Food was testy...nice place social kitchen in kolkata.. Nice to visit..... Services Was good,1.0,1
450,Breakfast spread is great and tasty. Must try dosa...service also good...we are happy with the service nd overall ...,1.0,1
451,Breakfast is delicious and service is amazing and the staffs are warm and friendly . I am enjoying in staying here in Holiday Inn,1.0,1
452,Excellent hospitality. The staff fully motivated and dedicated.. Nd provide person touch... In sure a comfortable and lovely experience..... My special name monalisa raja amit susumita...for taking extra effort to ensure comfortable experience,1.0,1
453,Food and service is good! Add some more vegetarian items ð I love the service as well as food Also..,1.0,1
454,"Simply wow, clean and tasty. Good staff and service....nice place good ambiance.....i would like to visit again",1.0,1
455,We had reserved our table with Social Kitchen - Holiday Inn using easydiner three days prior and confirmed the same with their staffs on our reservation. However they were treating their customers on first come first basis! Yes I'm aware they had too many reservations...More,0.0,0
456,Good place at social kitchen nearby airport.. there is so many options in buffet breakfast ðð¤¤ð¤¤..I enjoyed with my breakfast ðð¤¤ð¤¤ð¤¤,1.0,1
457,Amazing staff and ambience. Great service and a wide selection of menu. Really enjoyed our time here. Thanks to Monalisa for all the care and attention.,1.0,1
458,Feel good to say that the food court of hotel is very neet and clean and Food along with the restaurant team all are very friendly and helpful in every movement .,1.0,1
459,Breakfast was really good. .. service was very nice. Place also good.... Good ambiance.... Overall nice experience âºï¸âºï¸,1.0,1
460,I fill very pleasant stay . All staff are very helpful and very good behaved very close to kolkata airport .,1.0,1
461,The food was wonderful... There was plenty of varities available to choose..we had great breakfast...,1.0,1
462,The food and hospitality both were really good and is really impressive. The staff and the ambience suits The class which This place promises to offer.,1.0,1
463,Good food and good service. The staffs were very helpful and the food variety is quite good. Nice start of the trip in Kolkata,1.0,1
464,its nice.. .. Food was testy...nice place social kitchen in kolkata.. Nice to visit..... Services Was good,1.0,1
465,Breakfast spread is great and tasty. Must try dosa...service also good...we are happy with the service nd overall ...,1.0,1
466,Breakfast is delicious and service is amazing and the staffs are warm and friendly . I am enjoying in staying here in Holiday Inn,1.0,1
467,Excellent hospitality. The staff fully motivated and dedicated.. Nd provide person touch... In sure a comfortable and lovely experience..... My special name monalisa raja amit susumita...for taking extra effort to ensure comfortable experience,1.0,1
468,Food and service is good! Add some more vegetarian items ð I love the service as well as food Also..,1.0,1
469,"Simply wow, clean and tasty. Good staff and service....nice place good ambiance.....i would like to visit again",1.0,1
470,Nice food ððððâºð...spread was nice ...specially aloo paratha was so testy...great services....at social kitchen,1.0,1
471,Excellent buffet.... It was great experience at social kitchen.. nice place.... Good ambulance... I enjoy there thank you,1.0,1
472,Breakfast is good with many choices. And the staff is very cooperative and helpful. I m vegetarian. And vegetarian food is best here.,1.0,1
473,"Really had a great time at the buffet, the spread is really good and the juice was the star! Dosa is a must try!",1.0,1
474,"Breakfast at Holiday Inn is something that the whole family look forward to , this time also itâs a great experience. Right from choice of good to the deliciousness, everything was perfect. The most important thing to quote here is the hospitality of the staff....More",1.0,1
475,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for choosing Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are overwhelmed by hearing your words of appreciation in regards to your experience here at Social Kitchen. It is our...More",1.0,1
476,"Food was of good taste and quality, loved the service. Stay was also upto the mark, infact beyond expectations Must visit when in KolkataMore",1.0,1
477,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for choosing Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are overwhelmed by hearing your words of appreciation in regards to your experience here at Social Kitchen. It is our...More",1.0,1
478,Loved the masala dosa & food is good. Definitely worth the experience. Must try. The croissant is good.More,1.0,1
479,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for choosing Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are overwhelmed by hearing your words of appreciation in regards to your experience here at Social Kitchen. It is our...More",1.0,1
480,Nice buffet spread.....nice food ...test was so nice ...service also good .. Many more option are there ....all goodMore,1.0,1
481,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for choosing Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are overwhelmed by hearing your words of appreciation in regards to your experience here at Social Kitchen. It is our...More",1.0,1
482,Food is nice ...food varity are so many options ...the staff service is good overall exprience so nice ...More,1.0,1
483,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for making Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are truly delighted by hearing your words of appreciation. It is our sheer desire to serve each and every guest...More",1.0,1
484,"Excellent spread, delicious taste...great service by the staff; monalisa, kunal, karina, susmita, moushmi...wonderful experience overall.More",1.0,1
485,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for making Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are truly delighted by hearing your words of appreciation. It is our sheer desire to serve each and every guest...More",1.0,1
486,The food was very good.....specially south Indian food was so testy............Great service by staff ð ð³ ð thank u ðMore,1.0,1
487,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for making Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are truly delighted by hearing your words of appreciation. It is our sheer desire to serve each and every guest...More",1.0,1
488,Good Service. Great food!ðð¼ The staff were really promt and generous. Service was quick. Ambience is unmatched!More,1.0,1
489,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for making Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are truly delighted by hearing your words of appreciation. It is our sheer desire to serve each and every guest...More",1.0,1
490,Lot of varities to menu... nice n like the taste... service is good and quick.... neat and tidy restuarantMore,1.0,1
491,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for making Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are truly delighted by hearing your words of appreciation. It is our sheer desire to serve each and every guest...More",1.0,1
492,"Breakfast is very nice , many varieties .nice food ð¥ð¥ð¥ð¥ great service at social kitchen we will visit againMore",1.0,1
493,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for making Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are truly delighted by hearing your words of appreciation. It is our sheer desire to serve each and every guest...More",1.0,1
494,"Thank you for a great stay, all team of kitchen is awesome , My special thanks to Monalisa, and Saud who works amazing ,very proactive and supporting . Thanks again.More",1.0,1
495,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for making Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are truly delighted by hearing your words of appreciation. It is our sheer desire to serve each and every guest...More",1.0,1
496,Nice food ððððâºð...spread was nice ...specially aloo paratha was so testy...great services....at social kitchen,1.0,1
497,Excellent buffet.... It was great experience at social kitchen.. nice place.... Good ambulance... I enjoy there thank you,1.0,1
498,Breakfast is good with many choices. And the staff is very cooperative and helpful. I m vegetarian. And vegetarian food is best here.,1.0,1
499,"Really had a great time at the buffet, the spread is really good and the juice was the star! Dosa is a must try!",1.0,1
500,"Breakfast at Holiday Inn is something that the whole family look forward to , this time also itâs a great experience. Right from choice of good to the deliciousness, everything was perfect. The most important thing to quote here is the hospitality of the staff....More",1.0,1
501,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for choosing Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are overwhelmed by hearing your words of appreciation in regards to your experience here at Social Kitchen. It is our...More",1.0,1
502,"Food was of good taste and quality, loved the service. Stay was also upto the mark, infact beyond expectations Must visit when in KolkataMore",1.0,1
503,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for choosing Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are overwhelmed by hearing your words of appreciation in regards to your experience here at Social Kitchen. It is our...More",1.0,1
504,Loved the masala dosa & food is good. Definitely worth the experience. Must try. The croissant is good.More,1.0,1
505,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for choosing Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are overwhelmed by hearing your words of appreciation in regards to your experience here at Social Kitchen. It is our...More",1.0,1
506,Nice buffet spread.....nice food ...test was so nice ...service also good .. Many more option are there ....all goodMore,1.0,1
507,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for choosing Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are overwhelmed by hearing your words of appreciation in regards to your experience here at Social Kitchen. It is our...More",1.0,1
508,Food is nice ...food varity are so many options ...the staff service is good overall exprience so nice ...More,1.0,1
509,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for making Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are truly delighted by hearing your words of appreciation. It is our sheer desire to serve each and every guest...More",1.0,1
510,"Excellent spread, delicious taste...great service by the staff; monalisa, kunal, karina, susmita, moushmi...wonderful experience overall.More",1.0,1
511,"Dear Guest, Greetings from Holiday Inn Kolkata Airport! Thank you for making Social Kitchen at Holiday Inn Kolkata Airport your preferred choice for dining. We are truly delighted by hearing your words of appreciation. It is our sheer desire to serve each and every guest...More",1.0,1
512,"Had two dumplings, the hunan prawns for apps, and then the amazing chilli prawns and xo fried rice for mains - not a single miss! Everything was so good, including the cocktails. 110% would recommend.",1.0,1
513,"Wonderful food, and excellent service. Felt like we were at home when here. Will definitely visit again!",1.0,1
514,"Visted this restaurant after checking so many restaurant in city and selected this. It was lovely experience, food was so yumm and service was flawless. The best gin cocktail I had ever. Kudos to team ð ð Special thanks to Jayanto, Aatyree, Sagnik & Chandan...More",1.0,1
515,"If I have to be completely honest this is the best ever experience in any fine dining restaurant in Kolkata literally. The superb hospitality, finger licking food and the beautiful and subtle ambience added up to be a one of a kind experience. For a...More",1.0,1
516,I went to Vintage Asia tho morning with my friends and there was atrayee who served us we really loved the service by her. So I decided to take my family with me in the Evening and surprisingly she actually remember what we had and...More,1.0,1
517,I visted this restaurant with my friend I swear I loved the service by Atraye her suguestion was so good we haved one deiced chicken and gai yang we just loved it.,1.0,1
518,Excellent food Great service.Courteous staffs.The ambience was perfect.We asked for suggestions for our appetizers and they suggested as per our choice.,1.0,1
519,"Good Ambience Perfect Privacy,Perfect Behaviour, Just out of word. Every layer of food cautiously taken care of. It was Excellent experience. Specifically thnks to Jayanta for his lovely hospitality. We ll visit soon ð",1.0,1
520,"We were there to celebrate our 1st Marriage anniversary & It's been really a great evening because of the staffs, chefs and the manager on the floor,they are so polite, professional and friendly. They also arranged cake for us. Food is so yumm here and...More",1.0,1
521,"Iâve visited the restaurant so many times during my stay and itâs always nice having a meal at Vintage Asia to wrap up a hectic day at work. Food here is great, especially the Nigiri sampler. The staff here are also super nice and hospitable....More",1.0,1
522,The food was really nice.. tasted very authentic.. the ambiance was also quite spectacular.. do try out the Ramen.,1.0,1
523,Such a great experience vintage Asia in JW Marriott Kolkata one of Best signature restaurant in Kolkata. Amazing food with delicious pan Asia food flavours. Will visit again.,1.0,1
524,"Great place, friendly and warm staff. Arnab especially was lovely. Recommended and a must visit for family.",1.0,1
525,"I went to This Beautiful place back sometimes with my friends to celebrate my birthday,The Food&the ambiance of this Resturant is flawless...also the service staff is Excellent, also would like to Mention the name of staff who made our evening Splendid... Sagnik, Aatryee don't forget...More",1.0,1
526,Vintage Asia is one of the best restaurants I have visited in this vicinity. The service was impeccable and Mr. Chandan (Manager) treated us so well! Keep up the Good work! Cheers! ð¯,1.0,1
527,"Had two dumplings, the hunan prawns for apps, and then the amazing chilli prawns and xo fried rice for mains - not a single miss! Everything was so good, including the cocktails. 110% would recommend.",1.0,1
528,"Wonderful food, and excellent service. Felt like we were at home when here. Will definitely visit again!",1.0,1
529,"Visted this restaurant after checking so many restaurant in city and selected this. It was lovely experience, food was so yumm and service was flawless. The best gin cocktail I had ever. Kudos to team ð ð Special thanks to Jayanto, Aatyree, Sagnik & Chandan...More",1.0,1
530,"If I have to be completely honest this is the best ever experience in any fine dining restaurant in Kolkata literally. The superb hospitality, finger licking food and the beautiful and subtle ambience added up to be a one of a kind experience. For a...More",1.0,1
531,I went to Vintage Asia tho morning with my friends and there was atrayee who served us we really loved the service by her. So I decided to take my family with me in the Evening and surprisingly she actually remember what we had and...More,1.0,1
532,I visted this restaurant with my friend I swear I loved the service by Atraye her suguestion was so good we haved one deiced chicken and gai yang we just loved it.,1.0,1
533,Excellent food Great service.Courteous staffs.The ambience was perfect.We asked for suggestions for our appetizers and they suggested as per our choice.,1.0,1
